Cluster_ID,Cluster_Description,SNOMED_code,SNOMED_code_description
BMIDEC_COD,Codes indicating the patient has chosen not to have their body mass index (BMI) measured,1037511000000103,Body height measurement declined (situation)
BMIDEC_COD,Codes indicating the patient has chosen not to have their body mass index (BMI) measured,736013005,Body weight measurement declined (situation)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",162690006,On examination - obese (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",162863004,Body mass index 25-29 - overweight (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",162864005,Body mass index 30+ - obesity (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",190966007,Extreme obesity with alveolar hypoventilation (disorder)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",301331008,Finding of body mass index (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",310252000,Body mass index less than 20 (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",35425004,Normal body mass index (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",408512008,Body mass index 40+ - severely obese (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",412768003,Body mass index 20-24 - normal (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",414915002,Obese (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",427090001,Body mass index less than 16.5 (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",443371000124107,Obese class I (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",443381000124105,Obese class II (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",60621009,Body mass index (observable entity)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",722595002,Overweight in adulthood with body mass index of 25 or more but less than 30 (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",819948005,Obese class III (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",846931000000101,Baseline body mass index (observable entity)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",914721000000105,Obese class I (body mass index 30.0 - 34.9) (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",914731000000107,Obese class II (body mass index 35.0 - 39.9) (finding)
BMILMH_COD,"Low, normal or high body mass index (BMI) codes",914741000000103,Obese class III (body mass index equal to or greater than 40.0) (finding)
BMIPU_COD,Codes for body mass index (BMI) measurement unsuitable for patient,1046331000000104,Unsuitable for body height measurement (finding)
BMIPU_COD,Codes for body mass index (BMI) measurement unsuitable for patient,1046351000000106,Unsuitable for body weight measurement (finding)
BP_COD,Blood pressure (BP) recording codes,100151000000109,Sitting systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,100161000000107,Sitting diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,100171000000100,Lying systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,100181000000103,Lying diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,1034101000000104,Preoperative blood pressure measurement (procedure)
BP_COD,Blood pressure (BP) recording codes,1034111000000102,"Pre-operative blood pressure measurement "
BP_COD,Blood pressure (BP) recording codes,1034121000000108,Postoperative blood pressure measurement (procedure)
BP_COD,Blood pressure (BP) recording codes,1034131000000105,"Post-operative blood pressure measurement "
BP_COD,Blood pressure (BP) recording codes,1091811000000102,Diastolic arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,1105331000000106,Blood pressure measurement using oscillometric monitoring device with opportunistic atrial fibrillation detection (procedure)
BP_COD,Blood pressure (BP) recording codes,1162735000,Self reported diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,1162737008,Self reported systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,116711000000107,Blood pressure recorded by patient at home
BP_COD,Blood pressure (BP) recording codes,121281000000107,Blood pressure recorded by patient at home
BP_COD,Blood pressure (BP) recording codes,12763006,Decreased blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,1285115008,Average home blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,12929001,Normal systolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,140238008,O/E - BP reading normal (finding)
BP_COD,Blood pressure (BP) recording codes,140240003,O/E - BP reading raised (finding)
BP_COD,Blood pressure (BP) recording codes,140241004,O/E - BP reading very high (finding)
BP_COD,Blood pressure (BP) recording codes,140245008,O/E - BP stable (finding)
BP_COD,Blood pressure (BP) recording codes,140246009,Lying blood pressure reading (observable entity)
BP_COD,Blood pressure (BP) recording codes,140247000,Standing blood pressure reading (observable entity)
BP_COD,Blood pressure (BP) recording codes,140248005,Sitting blood pressure reading (observable entity)
BP_COD,Blood pressure (BP) recording codes,140250002,O/E - BP labile (finding)
BP_COD,Blood pressure (BP) recording codes,141947003,Ambulatory blood pressure recording (procedure)
BP_COD,Blood pressure (BP) recording codes,147827001,Pre-treatment BP reading (finding)
BP_COD,Blood pressure (BP) recording codes,147835003,O/E - initial high BP (finding)
BP_COD,Blood pressure (BP) recording codes,147836002,O/E - check high BP (finding)
BP_COD,Blood pressure (BP) recording codes,147845001,24 hr blood pressure monitoring (procedure)
BP_COD,Blood pressure (BP) recording codes,147850007,Borderline blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,147851006,Normal blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,163020007,On examination - blood pressure reading (finding)
BP_COD,Blood pressure (BP) recording codes,163022004,On examination - blood pressure reading very low (disorder)
BP_COD,Blood pressure (BP) recording codes,163023009,On examination - blood pressure reading low (disorder)
BP_COD,Blood pressure (BP) recording codes,163024003,On examination - blood pressure borderline low (disorder)
BP_COD,Blood pressure (BP) recording codes,163025002,On examination - blood pressure reading normal (finding)
BP_COD,Blood pressure (BP) recording codes,163026001,On examination - blood pressure borderline raised (finding)
BP_COD,Blood pressure (BP) recording codes,163027005,On examination - blood pressure reading raised (finding)
BP_COD,Blood pressure (BP) recording codes,163028000,On examination - blood pressure reading very high (finding)
BP_COD,Blood pressure (BP) recording codes,163029008,On examination - blood pressure reading: postural drop (finding)
BP_COD,Blood pressure (BP) recording codes,163030003,On examination - Systolic blood pressure reading (finding)
BP_COD,Blood pressure (BP) recording codes,163031004,On examination - Diastolic blood pressure reading (finding)
BP_COD,Blood pressure (BP) recording codes,163032006,On examination - blood pressure stable (finding)
BP_COD,Blood pressure (BP) recording codes,163033001,Lying blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,163034007,Standing blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,163035008,Sitting blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,163036009,On examination - blood pressure decreased (finding)
BP_COD,Blood pressure (BP) recording codes,163037000,On examination - blood pressure labile (finding)
BP_COD,Blood pressure (BP) recording codes,164783007,Ambulatory blood pressure recording (procedure)
BP_COD,Blood pressure (BP) recording codes,170573004,Pre-treatment blood pressure reading (regime/therapy)
BP_COD,Blood pressure (BP) recording codes,170581003,On examination - initial high blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,170582005,On examination - check high blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,170599006,24 hr blood pressure monitoring (regime/therapy)
BP_COD,Blood pressure (BP) recording codes,170604000,Borderline blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,170605004,Normal blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,174255007,Non-invasive diastolic arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,18050000,Increased systolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,18352002,Abnormal systolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,198081000000101,Ambulatory systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,198091000000104,Ambulatory diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,2004005,Normal blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,213031000000105,Ambulatory systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,213041000000101,Ambulatory systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,213051000000103,Ambulatory diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,213061000000100,Ambulatory diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,23154005,Increased diastolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,24184005,Increased blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,251070002,Non-invasive systolic arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,251076008,Non-invasive arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,251078009,Post-vasodilatation arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,251080003,Labile blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,271647008,Raised blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,271649006,Systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,271650006,Diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,271651005,Stable blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,271869003,Raised blood pressure reading (disorder)
BP_COD,Blood pressure (BP) recording codes,271870002,Low blood pressure reading (disorder)
BP_COD,Blood pressure (BP) recording codes,271871003,Blood pressure reading labile (finding)
BP_COD,Blood pressure (BP) recording codes,274722000,Elevated blood-pressure reading w/out diagn of hypertension (disorder)
BP_COD,Blood pressure (BP) recording codes,313005002,On examination - blood pressure reading: no postural drop (situation)
BP_COD,Blood pressure (BP) recording codes,314438006,Minimum systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314440001,Average systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314441002,Minimum day interval systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314442009,Minimum night interval systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314445006,Average night interval systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314446007,Average day interval systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314447003,Minimum 24 hour systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314449000,Average 24 hour systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314451001,Minimum diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314453003,Average diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314454009,Minimum day interval diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314455005,Minimum night interval diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314456006,Minimum 24 hour diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314460009,Average night interval diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314461008,Average day interval diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314462001,Average 24 hour diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314463006,24 hour blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314464000,24 hour systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314465004,24 hour diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,314956000,Borderline blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,335661000000109,Self measured blood pressure reading (observable entity)
BP_COD,Blood pressure (BP) recording codes,337061000000109,Self measured blood pressure reading
BP_COD,Blood pressure (BP) recording codes,337501000000104,Self measured blood pressure reading
BP_COD,Blood pressure (BP) recording codes,371622005,Elevated blood pressure reading without diagnosis of hypertension (situation)
BP_COD,Blood pressure (BP) recording codes,371911009,Measurement of blood pressure using cuff method (procedure)
BP_COD,Blood pressure (BP) recording codes,386534000,Arterial blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,386536003,Systemic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,38936003,Abnormal blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,400974009,Standing systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,400975005,Standing diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,407554009,Sitting systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,407555005,Sitting diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,407556006,Lying systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,407557002,Lying diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,413153004,Blood pressure recorded by patient at home (procedure)
BP_COD,Blood pressure (BP) recording codes,413605002,Average home diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,413606001,Average home systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,42689008,Decreased diastolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,49844009,Abnormal diastolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,53813002,Normal diastolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,67726005,Diastolic arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,6797001,Mean blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,707303003,Post exercise systolic blood pressure response abnormal (finding)
BP_COD,Blood pressure (BP) recording codes,707304009,Post exercise systolic blood pressure response normal (finding)
BP_COD,Blood pressure (BP) recording codes,716579001,Baseline systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,716632005,Baseline diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,722500002,Preoperative blood pressure measurement (procedure)
BP_COD,Blood pressure (BP) recording codes,722502005,Postoperative blood pressure measurement (procedure)
BP_COD,Blood pressure (BP) recording codes,72313002,Systolic arterial pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,723232008,Average blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,723236006,Minimum blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,723237002,Non-invasive blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,75131000000106,Standing systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,75141000000102,Standing diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,75367002,Blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,775671000000104,Post exercise systolic blood pressure response normal (finding)
BP_COD,Blood pressure (BP) recording codes,79401000000106,Standing systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,79411000000108,Standing diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,810061000000102,Measurement of blood pressure using manual sphygmomanometer by auscultation over brachial artery (procedure)
BP_COD,Blood pressure (BP) recording codes,81010002,Decreased systolic arterial pressure (finding)
BP_COD,Blood pressure (BP) recording codes,816161000000103,Measurement of blood pressure using non-invasive blood pressure monitor (procedure)
BP_COD,Blood pressure (BP) recording codes,852301000000109,Minimum mean blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,862121000000109,Unusual variability in blood pressure (finding)
BP_COD,Blood pressure (BP) recording codes,928021000000108,Baseline blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,928031000000105,"Baseline blood pressure "
BP_COD,Blood pressure (BP) recording codes,945851000000103,Baseline diastolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,945861000000100,"Baseline diastolic blood pressure "
BP_COD,Blood pressure (BP) recording codes,945871000000107,Baseline systolic blood pressure (observable entity)
BP_COD,Blood pressure (BP) recording codes,945881000000109,"Baseline systolic blood pressure "
BP_COD,Blood pressure (BP) recording codes,95281000000109,Sitting systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,95291000000106,Sitting diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,95301000000105,Lying systolic blood pressure
BP_COD,Blood pressure (BP) recording codes,95311000000107,Lying diastolic blood pressure
BP_COD,Blood pressure (BP) recording codes,95691000146106,Blood pressure using automatic blood pressure monitor (observable entity)
BP_COD,Blood pressure (BP) recording codes,990141000000106,Measurement of blood pressure in left arm (procedure)
BP_COD,Blood pressure (BP) recording codes,990151000000109,Measurement of blood pressure in right arm (procedure)
BP_COD,Blood pressure (BP) recording codes,990161000000107,Measurement of blood pressure using manual sphygmomanometer by palpation (procedure)
BP_COD,Blood pressure (BP) recording codes,990231000000105,Measurement of blood pressure using large adult size blood pressure cuff (procedure)
BP_COD,Blood pressure (BP) recording codes,990241000000101,Measurement of blood pressure using standard adult size blood pressure cuff (procedure)
BP_COD,Blood pressure (BP) recording codes,990251000000103,Measurement of blood pressure using small adult size blood pressure cuff (procedure)
BP_COD,Blood pressure (BP) recording codes,990261000000100,Measurement of blood pressure using paediatric size blood pressure cuff (procedure)
BPDEC_COD,Codes indicating the patient has chosen not to have blood pressure procedure,413123006,Blood pressure procedure declined (situation)
BRCANSCR_COD,Breast cancer screening codes,1268971002,Digital breast tomosynthesis abnormal (finding)
BRCANSCR_COD,Breast cancer screening codes,1268972009,Digital breast tomosynthesis normal (finding)
BRCANSCR_COD,Breast cancer screening codes,168749009,Mammography normal (finding)
BRCANSCR_COD,Breast cancer screening codes,168750009,Mammography abnormal (finding)
BRCANSCR_COD,Breast cancer screening codes,171175005,Breast neoplasm screening normal (finding)
BRCANSCR_COD,Breast cancer screening codes,171176006,Breast neoplasm screening abnormal (finding)
BRCANSCR_COD,Breast cancer screening codes,185710003,Breast screening abnormal - told patient (finding)
BRCANSCR_COD,Breast cancer screening codes,24623002,Screening mammography (procedure)
BRCANSCR_COD,Breast cancer screening codes,268547008,Screening for malignant neoplasm of breast (procedure)
BRCANSCR_COD,Breast cancer screening codes,384151000119104,Screening mammography of bilateral breasts (procedure)
BRCANSCR_COD,Breast cancer screening codes,392521000119107,Screening mammography of right breast (procedure)
BRCANSCR_COD,Breast cancer screening codes,392531000119105,Screening mammography of left breast (procedure)
BRCANSCR_COD,Breast cancer screening codes,455921000000104,[V]Screening for malignant neoplasm of breast (situation)
BRCANSCR_COD,Breast cancer screening codes,609223006,Magnetic resonance imaging of breast for screening for malignant neoplasm (procedure)
BRCANSCR_COD,Breast cancer screening codes,71651007,Mammography (procedure)
BRCANSCR_COD,Breast cancer screening codes,94361000000105,Breast cancer detected by national screening programme (disorder)
BRCANSCRDEC_COD,Codes indicating the patient has chosen not to have breast cancer screening,12275351000119103,Breast cancer screening declined (situation)
BRCANSCRDEC_COD,Codes indicating the patient has chosen not to have breast cancer screening,720835004,Mammogram declined (situation)
COLCANSCR_COD,Colorectal cancer screening codes,294301000000103,Bowel cancer detected by national screening programme (disorder)
COLCANSCR_COD,Colorectal cancer screening codes,368481000000103,Bowel cancer screening programme: faecal occult blood result (observable entity)
COLCANSCR_COD,Colorectal cancer screening codes,375211000000108,Bowel cancer screening programme faecal occult blood test normal (finding)
COLCANSCR_COD,Colorectal cancer screening codes,375241000000109,Bowel cancer screening programme faecal occult blood test abnormal (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884541000000104,Bowel scope (flexible sigmoidoscopy) screen: normal - no further action (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884561000000103,Bowel scope (flexible sigmoidoscopy) screen: minor polyps removed - no follow up required (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884581000000107,Bowel scope (flexible sigmoidoscopy) screen: referred for colonoscopy (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884601000000103,Bowel scope (flexible sigmoidoscopy) screen: cancer detected (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884621000000107,Bowel scope (flexible sigmoidoscopy) screen: suspected cancer detected (finding)
COLCANSCR_COD,Colorectal cancer screening codes,884641000000100,Bowel scope (flexible sigmoidoscopy) screen: other abnormality detected (finding)
COLCANSCR_COD,Colorectal cancer screening codes,921341000000109,Bowel scope (flexible sigmoidoscopy) screen: incidental findings (finding)
COLCANSCRDEC_COD,Codes indicating patient has chosen not to have bowel cancer screening,294201000000109,Bowel cancer screening declined (situation)
COLCANSCRDEC_COD,Codes indicating patient has chosen not to have bowel cancer screening,884721000000101,Bowel scope (flexible-sigmoidoscopy) screening invitation declined (finding)
CSDEC_COD,Codes indicating the patient has chosen not to receive cervical smear,112241000119107,Cervical cancer Papanicolaou smear screening declined (situation)
CSDEC_COD,Codes indicating the patient has chosen not to receive cervical smear,171152003,Screening for malignant neoplasm of cervix not wanted (situation)
CSDEC_COD,Codes indicating the patient has chosen not to receive cervical smear,185625009,Cervical smear disclaimer received (finding)
CSDEC_COD,Codes indicating the patient has chosen not to receive cervical smear,315013004,Cervical smear refused (finding)
CSDEC_COD,Codes indicating the patient has chosen not to receive cervical smear,736595007,Screening for malignant neoplasm of cervix declined (situation)
CSPU_COD,Codes for cervical screening quality indicator care unsuitable for patient,413812009,Cervical smear not indicated (situation)
DCCTHBA1C_COD,HbA1c Diabetes Control and Complications Trial (DCCT) level codes,1019431000000105,Haemoglobin A1c level (Diabetes Control and Complications Trial aligned) (observable entity)
DCCTHBA1C_COD,HbA1c Diabetes Control and Complications Trial (DCCT) level codes,3531000237106,Percent of glycated haemoglobin A1c to haemoglobin A1 in blood (observable entity)
DPPATT_COD,Referral to NHS diabetes prevention programme attended,1025211000000108,National Health Service Diabetes Prevention Programme not completed (situation)
DPPATT_COD,Referral to NHS diabetes prevention programme attended,1025271000000103,National Health Service Diabetes Prevention Programme started (situation)
DPPCOMP_COD,Referral to NHS diabetes prevention programme completed,1025251000000107,National Health Service Diabetes Prevention Programme completed (situation)
DPPOFF_COD,Referral to NHS diabetes prevention programme offered or declined,1025301000000100,Referral to National Health Service Diabetes Prevention Programme declined (situation)
DPPOFF_COD,Referral to NHS diabetes prevention programme offered or declined,1025321000000109,Referral to National Health Service Diabetes Prevention Programme (procedure)
DPPOFF_COD,Referral to NHS diabetes prevention programme offered or declined,1090701000000104,National Health Service Diabetes Prevention Programme invitation (procedure)
EXERASS_COD,Exercise level assessment codes,102533007,Excessive exercise (finding)
EXERASS_COD,Exercise level assessment codes,1086511000000107,General Practice Physical Activity Questionnaire Physical Activity Index (observable entity)
EXERASS_COD,Exercise level assessment codes,1099751000000105,Musculoskeletal Health Questionnaire item 5 score - physical activity levels (observable entity)
EXERASS_COD,Exercise level assessment codes,1099851000000102,Musculoskeletal Health Questionnaire - physical activity levels - in the past week how many days have you done a total of 30 minutes or more of physical activity (observable entity)
EXERASS_COD,Exercise level assessment codes,1171000175109,Increased physical activity (finding)
